-8.646.687,191.975.016,9.390.369,1
8.733.333,119.204.334,13.895.692,3
8.591.082,161.714.142,18.336.274,2
4.666.667,196.906.471,5.944.080,2
0,177.184.890,8.817.616,2
0,42.767.401,12.193.601,3
2.783.609,6.926.012,9.765.038,2
4.666.667,90.224.758,1.988.451,2
4.666.667,2.758.911,16.376.389,2
8.622.516,94.742.150,717.540,2
7.138.067,190.239.418,9.454.336,1
4.722.442,49.790.456,819.770,2
4.842.267,77.284.560,21.467.551,3
8.733.333,86.286.675,11.491.478,3
0,166.177.297,20.011.860,2
4.702.901,164.929.364,8.431.454,1
8.733.333,90.599.722,19.457.949,2
8.733.333,76.112.034,5.610.387,2
0,185.173.709,19.999.097,2
4.637.416,148.168.725,19.680.330,2
3.652.608,147.526.615,8.767.378,2
-4.367.224,189.383.200,13.750.440,3
2.399.230,102.019.941,12.487.140,3
0,158.375.837,19.679.261,2
-5.189.210,90.434.700,4.711.648,2
8.480.898,169.839.742,84.901,1
-4.357.390,78.086.166,19.372.792,3
-4.387.815,147.675.302,5.172.676,2
-8.685.328,195.287.711,5.387.022,1
-8.518.058,104.659.812,14.100.175,3
3.545.085,85.983.060,6.699.539,3
3.112.274,41.431.617,18.163.658,3
8.733.333,64.680.276,19.441.152,2
0,22.174.044,20.798.205,2
0,75.042.011,8.597.497,3
8.733.333,65.980.796,17.629.041,3
8.733.333,68.421.034,3.456.492,2
1.275.113,163.423.770,13.753.639,3
-4.333.333,106.337.063,15.377.678,3
-4.906.569,104.224.410,1.889.117,2
4.250.577,154.861.942,11.685.951,2
4.666.667,24.052.554,19.548.463,2
-4.417.639,125.090.030,5.800.652,2
2.791.860,69.329.737,5.165.282,3
6.763.737,66.923.877,18.472.459,3
-4.378.790,114.923.313,10.901.881,2
0,172.787.528,3.352.060,2
2.014.211,39.712.614,5.076.899,2
-605.884,134.490.193,14.474.987,3
0,180.366.274,12.384.864,3
0,39.831.436,6.420.232,2
-4.333.333,59.656.830,13.690.710,3
-4.417.692,99.304.054,15.749.919,3
8.474.022,177.980.846,6.176.083,1
-4.333.333,100.282.918,9.070.009,2
8.709.013,55.399.048,7.968.526,2
8.386.298,106.791.636,17.190.624,3
4.666.667,114.849.911,2.980.717,2
4.004.306,82.560.880,19.845.529,3
-4.393.473,2.952.733,6.371.994,2
4.093.703,140.552.961,10.990.274,2
8.733.333,101.349.430,17.238.989,3
2.501.977,76.253.220,14.895.365,4
0,12.986.307,3.295.858,2
-4.387.274,71.715.992,15.325.629,3
4.666.667,46.850.249,2.838.287,2
0,40.700.811,20.810.818,3
4.994.528,162.755.917,19.501.061,2
4.791.327,78.686.919,11.330.101,3
0,10.715.034,14.946.992,3
8.733.333,75.010.316,21.489.454,2
-4.333.333,154.998.835,2.760.128,2
8.733.333,33.059.524,16.549.347,2
8.682.577,182.443.779,18.195.142,2
8.725.645,63.841.156,17.191.467,3
-4.375.180,65.955.934,4.199.419,2
-4.417.573,40.847.134,9.430.109,2
4.667.477,153.442.947,318.048,2
5.011.920,13.994.630,7.156.281,1
-4.336.434,190.006.790,2.963.445,2
7.517.348,31.641.957,9.911.384,1
-4.333.333,57.289.173,12.590.048,3
4.743.951,137.425.823,17.424.512,2
0,28.229.965,9.234.205,2
8.621.426,102.417.330,11.715.804,2
7.034.624,144.265.385,20.365.497,1
8.733.333,185.769.027,19.779.800,1
8.733.333,146.420.770,11.986.335,2
4.666.999,149.969.604,19.824.727,2
5.963.657,81.463.921,1.140.188,2
-4.415.092,47.898.339,17.789.255,3
-4.333.333,104.170.095,7.367.901,2
4.891.346,43.815.472,5.031.029,2
0,168.477.581,18.092.840,3
0,132.586.582,7.661.161,2
8.733.333,163.247.057,3.640.353,1
4.670.331,158.775.520,618.938,2
4.677.275,93.821.041,21.018.135,3
8.733.333,61.904.996,14.966.396,3
8.733.333,137.515.850,18.932.367,2
4.667.368,197.370.445,20.660.057,2
-4.349.674,153.986.775,14.964.267,3
0,165.916.169,20.183.322,2
8.733.333,141.216.953,5.647.217,1
0,119.067.284,19.483.599,3
4.034.649,150.574.824,20.240.941,2
-6.656.512,99.344.441,6.601.396,2
8.733.333,173.026.531,1.614.601,1
6.865.588,13.605.539,16.882.772,2
0,193.709.188,1.868.949,2
0,19.751.262,16.032.810,3
-8.731.950,109.395.417,9.853.572,2
2.363.371,80.593.982,14.327.471,4
-6.448.771,21.408.031,3.729.041,1
-4.333.333,144.833.234,11.691.883,2
4.181.350,122.736.470,13.943.619,3
-4.867.694,156.593.639,310.112,1
8.499.824,113.324.116,10.348.169,2
8.733.333,162.263.832,19.499.171,1
7.621.250,115.355.172,2.508.626,2
-4.335.593,188.805.839,9.735.905,2
4.758.520,174.290.430,14.510.054,2
2.524.395,101.520.442,6.485.005,3
8.733.333,157.764.633,20.908.105,1
4.733.045,94.606.128,15.274.297,3
8.733.333,165.760.340,4.549.744,1
4.672.405,64.496.318,12.204.771,3
4.701.824,195.229.307,19.344.127,2
8.733.333,55.642.208,12.272.869,2
-5.696.687,14.566.161,16.551.349,2
-4.392.733,150.244.721,19.687.817,2
-4.344.476,166.237.724,18.520.572,2
4.804.777,184.467.619,2.878.847,1
8.733.333,65.404.859,4.161.387,2
8.733.333,160.813.853,3.380.076,1
-4.333.333,107.650.067,635.845,2
4.352.674,92.658.976,199.868,2
4.675.625,164.150.050,13.121.938,2
0,190.381.301,13.399.085,3
0,15.254.578,20.216.316,2
0,141.734.213,16.138.638,3
-1.951.158,46.985.289,6.625.233,2
3.281.526,79.779.112,10.902.639,3
0,53.624.885,5.679.587,3
8.733.333,166.502.663,16.122.796,2
-4.349.131,199.074.762,2.568.737,2
0,129.950.197,16.412.914,3
0,140.790.566,17.815.360,3
-8.615.730,186.460.640,16.395.141,3
3.670.288,137.530.510,7.417.153,2
0,113.670.784,12.855.150,3
8.558.065,76.169.506,10.316.946,2
8.733.333,126.915.897,1.919.831,1
-5.603.341,72.645.724,18.231.783,3
8.723.248,81.523.889,15.090.784,3
-4.064.259,73.739.945,5.881.151,3
2.595.292,93.679.752,21.328.638,3
0,100.682.769,4.043.032,3
8.589.238,182.107.156,6.598.700,1
0,41.286.204,9.046.068,2
8.733.333,67.720.735,5.202.762,2
-1.716.641,114.825.124,4.291.217,3
6.107.471,97.386.488,15.518.344,3
4.776.906,52.443.797,3.972.062,2
4.666.667,115.918.693,11.491.324,2
5.925.301,175.665.540,6.515.780,1
1.620.369,12.190.044,10.181.202,2
-8.382.377,88.175.294,20.355.113,3
-4.396.324,16.851.600,4.749.561,2
8.733.333,112.647.523,22.195,2
-5.031.883,107.862.116,19.945.337,2
-4.674.273,153.611.580,14.960.923,3
4.666.667,46.618.054,11.328.940,2
8.733.333,117.472.348,11.485.515,2
492.529,91.794.773,2.264.209,3
-4.354.706,172.196.304,21.931.371,2
4.791.359,132.167.219,7.897.314,2
3.000.849,70.775.833,13.755.337,4
8.733.333,69.437.260,8.654.063,2
-4.777.244,50.743.620,168.574,2
8.579.988,190.505.629,11.996.269,2
4.723.325,59.640.198,11.200.428,2
4.834.722,31.681.216,5.429.136,1
-5.111.084,72.259.411,998.696,2
4.709.820,148.325.819,18.518.054,2
4.666.667,141.180.002,1.061.498,2
-4.333.333,140.178.435,6.959.051,2
0,1.245.157,17.235.227,3
-6.161.352,74.869.120,21.392.801,3
0,180.299.124,12.902.210,3
4.666.667,63.668.966,17.116.965,3
-8.424.780,119.416.585,16.009.344,3
-1.960.906,59.559.036,14.321.710,3
4.676.667,25.002.876,14.621.530,2
-4.420.571,77.671.134,20.653.156,3
8.730.939,163.537.549,11.771.788,2
8.733.333,196.235.141,8.765.683,1
8.377.364,172.397.967,14.750.069,2
4.681.225,16.764.176,9.691.758,2
0,67.542.398,2.923.227,3
-4.482.836,47.225.833,9.662.482,2
8.733.333,63.561.078,12.048.140,3
8.413.782,196.889.681,8.693.000,1
8.733.333,109.650.178,8.761.984,2
-4.416.725,149.850.252,16.529.670,3
1.577.709,168.370.347,11.491.708,2
0,33.377.941,10.789.527,2
4.715.908,180.619.522,1.950.937,1
3.220.530,21.024.826,5.518.736,2
-4.372.221,149.018.619,9.846.299,2
-4.347.558,145.874.388,14.035.140,3
0,143.493.920,15.607.796,3
-4.333.333,26.686.354,21.837.636,2
3.050.561,89.157.800,20.508.287,3
2.815.608,101.757.446,2.029.049,2
3.288.762,106.098.058,20.977.879,3
6.032.546,171.943.409,3.581.504,1
4.710.040,135.544.982,21.350.012,1
-4.333.333,161.167.652,13.134.147,3
-4.333.333,106.248.574,5.284.997,2
-536.981,191.179.168,1.546.494,2
4.666.667,13.335.389,6.600.907,2
4.745.742,108.303.605,17.897.986,2
4.757.336,56.332.069,1.687.617,2
8.733.333,96.180.067,7.798.408,2
7.285.944,136.972.756,2.904.239,1
8.721.569,41.651.678,3.479.952,1
4.062.598,121.632.198,1.367.235,2
4.050.457,65.235.234,15.440.557,3
-4.333.333,176.169.440,1.902.597,2
4.671.083,26.678.923,13.569.319,2
8.619.239,20.481.558,3.822.975,1
4.719.939,191.823.381,14.330.823,2
-4.418.622,30.580.400,10.971.321,2
-4.422.291,30.507.616,6.259.235,2
0,31.110.518,18.272.314,3
79.954,17.913.881,18.003.917,3
2.081.497,90.884.912,20.639.727,3
0,133.779.139,7.174,2
4.669.901,166.260.336,14.088.563,2
8.584.883,158.047.027,161.825,1
0,142.542.184,2.341.264,2
8.733.333,94.519.501,2.349.477,2
1.796.020,141.717.630,8.076.399,2
8.733.333,191.611.896,5.271.369,1
-4.639.987,101.155.112,7.615.084,2
4.852.647,61.010.623,5.491.636,2
-2.233.876,157.962.237,8.515.415,2
4.830.309,47.277.393,9.262.844,2
3.270.827,46.860.567,14.081.700,3
0,92.939.880,17.326.165,4
-8.412.624,123.877.360,5.939.877,1
-5.148.949,123.065.880,18.567.612,2
4.786.111,24.524.780,16.290.304,2
8.636.642,24.758.706,18.174.243,2
4.682.901,56.891.798,4.008.229,2
8.633.916,147.146.561,1.439.596,1
4.895.781,82.261.621,13.427.706,3
-4.333.333,165.796.379,15.434.162,3
2.001.843,187.022.823,2.455.590,2
0,79.813.332,2.108.122,3
8.733.333,10.442.276,13.152.343,2
-7.778.053,114.237.220,17.869.117,2
4.667.511,149.533.995,17.920.720,2
4.717.930,64.048.712,1.967.613,2
4.683.595,98.586.864,16.088.132,3
6.766.857,44.330.551,19.884.845,2
3.868.413,187.854.749,9.949.099,2
6.547.685,96.461.058,1.555.129,2
3.530.519,107.999.217,5.308.119,2
-5.282.645,44.211.420,16.101.031,3
-4.411.207,19.189.000,890.816,2
7.562.424,12.033.083,9.339.501,1
4.666.667,163.901.775,11.884.732,2
-4.336.197,154.295.661,20.984.212,2
0,39.139.146,4.595.926,2
4.668.752,179.023.631,2.559.306,2
0,136.860.029,14.216.841,3
8.721.317,131.369.296,2.385.044,1
-4.397.472,198.076.240,21.636.932,2
8.733.333,6.738.359,5.463.569,1
-3.234.153,84.850.654,13.339.826,3
8.510.094,97.996.735,17.967.296,3
-4.635.121,116.700.894,18.261.193,2
0,16.653.950,10.758.865,2
-4.389.649,132.030.926,16.736.022,3
0,10.461.044,20.132.375,2
2.641.717,111.366.107,19.821.449,3
1.728.376,142.405.050,4.713.225,2
0,97.582.125,12.035.344,3
4.722.727,123.520.129,17.263.609,2
4.729.413,42.755.515,4.277.704,2
4.991.060,129.131.732,16.431.561,2
3.376.501,76.128.458,10.462.281,3
8.733.333,20.742.568,12.831.689,2
-4.410.545,75.502.304,5.732.058,2
6.632.830,52.572.162,1.866.094,2
-4.392.056,48.257.123,6.558.923,2
-5.177.616,124.584.810,20.176.846,2
4.668.700,104.585.552,10.351.400,2
116.722,82.647.549,5.928.286,3
4.669.085,43.558.407,16.785.350,3
4.765.516,171.710.723,16.987.786,2
8.536.434,172.201.651,468.592,1
0,56.787.802,19.359.696,3
4.765.725,123.078.570,17.559.744,2
0,155.897.900,7.131.635,2
8.733.333,190.969.462,14.718.977,2
8.733.333,183.920.649,6.518.465,1
-4.411.708,76.963.141,20.458.945,3
3.550.200,32.528.603,6.203.130,2
4.666.667,159.350.284,3.715.359,2
4.666.667,22.763.436,16.393.665,2
8.682.100,31.764.860,10.496.956,1
-8.370.873,71.165.623,14.375.780,3
-908.500,169.551.713,21.264.671,2
-5.244.402,116.556.239,6.886.605,2
8.733.333,117.235.533,1.681.668,2
4.724.795,185.167.598,17.411.133,2
0,115.015.654,8.038.448,3
4.711.523,1.995.479,12.872.187,2
0,161.875.457,4.033.408,2
4.728.601,121.761.672,1.692.217,2
0,95.982.736,3.380.581,3
7.502.121,53.688.032,18.191.272,2
4.666.667,51.619.277,6.621.048,2
8.733.333,96.201.907,8.445.459,2
0,45.468.297,14.316.477,3
-8.703.394,9.720.460,17.982.152,2
-4.870.699,33.848.363,16.857.857,2
-5.909.374,51.689.262,8.231.862,2
0,39.582.012,4.176.975,2
4.677.920,121.138.613,14.223.039,3
4.773.315,164.740.729,79.317,1
8.531.563,162.122.993,6.223.534,1
4.624.736,160.447.403,14.049.213,2
8.554.259,141.622.675,13.025.641,2
8.504.368,171.875.571,7.156.363,1
8.733.333,156.216.904,21.756.928,1
-4.355.487,40.759.370,2.711.189,2
-8.654.622,198.668.650,16.189.294,3
5.815.418,18.724.906,3.445.574,1
-4.333.333,130.123.709,9.562.243,2
4.666.667,43.035.305,18.309.351,2
4.666.667,48.774.620,7.918.010,2
8.733.333,67.937.561,1.677.237,2
355.215,39.572.468,12.252.362,3
0,101.366.675,6.026.465,3
3.463.936,190.151.597,2.905.203,2
8.709.980,78.921.444,15.392.407,3
4.666.667,116.892.968,10.689.908,2
0,121.307.449,4.019.758,3
-4.734.839,142.928.573,2.226.720,1
4.666.667,80.307.271,4.434.855,2
-4.417.626,171.738.204,2.964.412,2
-4.333.333,184.096.996,7.123.361,2
5.569.639,150.167.778,20.911.991,1
-4.397.425,57.118.341,11.706.872,2
4.685.608,159.363.158,5.449.086,2
3.233.953,28.553.166,9.620.078,2
2.776.518,100.910.038,14.719.931,3
8.701.368,122.137.590,12.049.306,2
4.793.094,140.759.347,13.399.199,2
5.140.864,76.667.986,18.988.965,3
3.627.503,145.736.687,8.375.311,2
4.685.739,177.456.936,16.477.024,2
-4.333.333,11.169.664,3.447.330,2
-137.181,27.643.269,1.278.724,2
2.448.529,172.612.996,7.473.553,2
-2.722.935,84.349.297,17.977.881,4
-4.359.432,82.262.835,8.306.049,3
8.733.333,191.828.268,21.397.309,1
4.706.711,150.049.059,13.317.009,2
8.733.333,196.199.423,7.441.196,1
1.937.137,46.703.161,20.415.642,3
8.524.060,19.245.352,19.765.343,1
4.787.367,76.916.440,18.715.542,3
8.733.333,100.054.510,5.649.422,2
6.758.541,114.051.174,6.280.901,2
4.842.553,195.326.319,17.158.832,2
-4.376.861,98.571.036,15.430.695,3
8.701.973,80.176.573,10.835.259,2
8.644.059,198.998.052,21.288.690,1
2.711.346,52.199.602,10.475.553,2
4.822.126,133.064.942,21.887.921,2
0,192.851.323,10.792.730,2
8.733.333,134.230.207,11.075.975,2
8.521.278,59.834.971,16.913.003,3
-4.515.370,106.225.305,8.537.859,2
8.733.333,292.635,9.971.704,1
8.730.610,176.757.762,2.922.787,1
4.666.667,80.876.771,16.687.139,3
8.711.285,60.241.117,12.435.213,3
4.378.422,190.116.318,14.270.005,2
-4.336.864,92.129.639,17.557.277,3
-8.610.538,57.529.502,4.849.861,2
0,16.925.328,18.873.597,3
8.665.712,116.436.267,19.904.036,2
8.717.783,30.613.739,6.424.437,1
8.699.782,14.618.861,15.969.135,2
3.604.117,116.112.955,7.467.808,2
0,57.402.950,5.998.987,3
-8.687.090,72.384.017,3.746.041,2
-4.333.526,144.964.939,14.608.401,3
-4.945.253,171.662.336,11.788.736,2
4.980.457,69.583.137,18.240.407,3
4.666.667,192.349.121,5.881.966,2
-4.354.355,190.713.810,3.875.427,2
4.666.667,41.207.475,9.486.100,2
-4.743.557,153.648.972,10.464.411,2
-4.379.355,123.106.376,17.274.860,3
8.733.333,183.784.497,2.874.335,1
4.666.667,120.507.452,1.129.826,2
8.733.333,140.427.646,13.805.142,2
5.839.837,148.734.991,639.926,1
4.691.179,77.020.455,2.996.281,2
8.733.333,50.300.758,15.280.223,3
8.733.333,7.351.947,11.344.937,2
8.733.333,94.424.575,11.936.813,3
-5.332.482,129.014.466,17.786.637,3
8.733.333,55.793.988,17.461.093,3
4.018.507,103.572.182,11.041.076,2
8.733.333,49.133.328,6.085.905,2
4.666.667,59.501.635,2.632.629,2
4.666.667,130.094.819,19.505.151,2
8.733.333,178.278.661,21.346.358,1
-8.517.411,172.221.293,20.735.579,1
0,41.983.015,14.038.819,3
8.733.333,79.818.782,1.992.983,2
4.666.667,177.576.605,1.643.579,2
8.733.333,51.305.602,4.013.921,2
8.720.590,193.360.321,697.129,1
4.666.667,123.831.471,15.948.599,3
-4.419.355,33.069.153,3.171.494,2
2.493.351,165.239.806,13.990.390,3
-4.333.333,131.138.620,17.376.646,3
4.687.919,109.290.517,12.457.569,3
0,50.265.857,8.303.106,3
8.323.360,8.031.277,18.074.895,2
8.733.333,46.675.083,6.707.378,2
8.675.775,72.222.587,7.026.208,2
8.523.150,126.691.007,17.269.558,2
2.477.236,197.219.619,11.082.202,2
8.726.127,41.431.329,5.741.928,1
0,151.416.788,16.114.462,3
-8.540.610,177.265.622,3.584.899,1
-8.675.631,94.445.972,20.263.655,3
8.733.333,31.782.705,4.888.916,1
0,162.184.157,1.839.392,2
8.684.249,95.301.551,1.621.434,2
-5.488.480,23.257.506,16.930.136,2
4.666.667,175.144.123,17.988.895,2
4.698.563,127.037.276,16.289.362,3
-4.333.333,19.456.270,16.681.473,2
4.674.168,181.687.891,21.146.290,2
4.755.466,7.003.204,10.261.349,2
0,7.949.939,17.313.923,3
4.666.667,197.713.578,9.296.498,2
-4.355.724,137.236.320,20.762.059,2
0,75.337.839,28.917,3
-4.368.454,100.864.851,21.587.894,3
-5.364.670,152.699.136,12.544.272,3
-4.353.981,9.774.959,7.622.352,2
-8.719.999,145.185.531,12.265.067,2
4.703.766,140.265.612,6.595.263,1
229.323,91.778.165,3.499.602,3
4.666.667,116.458.962,14.635.638,3
5.748.500,67.817.960,15.052.461,3
0,34.125.083,17.433.006,3
4.688.367,79.838.681,7.669.738,2
2.164.438,183.955.439,5.501.644,2
0,45.209.087,7.590.074,3
3.754.170,72.201.339,7.229.917,3
8.733.333,64.912.403,20.404.682,2
8.733.333,16.716.423,16.633.594,2
-2.725.191,102.533.107,6.341.250,2
-4.367.753,166.572.965,13.335.957,3
4.666.667,180.922.700,16.852.646,2
0,144.719.182,18.615.352,3
0,76.599.165,19.843.586,4
-4.370.196,59.603.411,13.105.557,3
8.733.333,138.342.327,1.507.795,1
-4.333.333,176.091.385,4.796.954,2
-4.574.291,184.909.662,19.126.987,2
-5.302.525,16.250.555,9.112.793,1
0,96.534.603,14.546.601,4
4.681.040,25.653.011,17.236.666,2
4.679.965,50.582.232,5.453.492,2
-8.732.919,176.792.307,12.197.356,2
8.733.333,39.255.383,5.050.879,1
4.730.286,24.270.731,152.081,1
8.723.304,108.738.999,16.866.067,3
-5.331.537,62.924.150,480.331,2
8.733.333,76.408.183,8.648.276,2
8.525.178,158.307.853,5.555.883,1
8.733.333,167.835.896,4.492.772,1
8.733.333,136.047.277,14.570.148,2
8.672.293,83.384.401,20.124.326,2
4.666.667,128.577.962,151.856,2
-4.346.884,42.816.290,16.421.310,3
0,123.454.161,17.592.757,3
-4.333.378,135.038.229,19.971.577,2
0,120.204.697,21.440.627,3
8.733.333,69.261.901,2.636.997,2
-1.726.339,72.880.274,11.417.335,3
1.914.841,34.296.215,18.083.446,3
-16.533,159.072.314,14.014.502,3
4.669.989,98.533.382,20.986.028,2
4.730.963,70.924.571,20.832.380,3
-4.369.151,155.012.240,21.265.315,2
8.733.333,47.360.961,1.481.572,2
0,168.966.690,9.625.765,2
8.733.333,163.305.394,7.058.479,1
3.758.899,169.245.673,2.949.145,2
4.680.585,74.037.370,2.960.873,2
-8.727.744,76.645.906,17.730.849,3
-4.415.785,172.266.950,11.544.814,2
4.767.856,92.781.839,20.773.653,3
4.469.741,114.109.644,21.743.482,2
8.733.333,139.061.362,9.017.672,1
0,192.183.455,8.166.133,2
8.683.822,109.262.596,4.990.790,2
4.666.667,127.315.315,9.812.681,2
6.474.937,114.178.498,5.856.872,2
8.733.333,185.422.429,10.100.121,1
-2.707.102,172.753.114,9.523.917,2
